artist,album,score,reviewer,url
No. 2,What Does Good Luck Bring?,7,Ryan Kearney,http://pitchfork.com/reviews/albums/5813-what-does-good-luck-bring/
Sing-Sing,The Joy of Sing-Sing,7.4,Nitsuh Abebe,http://pitchfork.com/reviews/albums/7178-the-joy-of-sing-sing/
Amalgamated Sons of Rest,Amalgamated Sons of Rest EP,5.9,Jason Nickey,http://pitchfork.com/reviews/albums/148-amalgamated-sons-of-rest-ep/
Spiritualized,Amazing Grace,6.2,Andy Beta,http://pitchfork.com/reviews/albums/7422-amazing-grace/
Sounds,Living in America,5.9,Alexander Lloyd Linhardt,http://pitchfork.com/reviews/albums/7701-living-in-america/
Bola,Soup,7.9,Andy Beta,http://pitchfork.com/reviews/albums/1071-soup/
Casiotone for the Painfully Alone,Twinkle Echo,6.9,William Morris,http://pitchfork.com/reviews/albums/1336-twinkle-echo/
Nymphomatriarch,Nymphomatriarch,6.6,Alexander Lloyd Linhardt,http://pitchfork.com/reviews/albums/5878-nymphomatriarch/
Rosie Thomas,Only With Laughter Can You Win,5.4,Amanda Petrusich,http://pitchfork.com/reviews/albums/8021-only-with-laughter-can-you-win/
Viktor Vaughn,Vaudeville Villain,9.1,Rollie Pemberton,http://pitchfork.com/reviews/albums/8514-vaudeville-villain/
David Bowie,Reality,7.3,Eric Carr,http://pitchfork.com/reviews/albums/880-reality/
Danger Mouse,Ghetto Pop Life,7.8,Scott Plagenhoef,http://pitchfork.com/reviews/albums/2517-ghetto-pop-life/
Stars as Eyes,Loud New Shit,4.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/7473-loud-new-shit/
Amon Tobin,Out From Out Where,8.5,Christopher Dare,http://pitchfork.com/reviews/albums/8085-out-from-out-where/
Jeff Buckley,Songs to No One: 1991-1992,7.8,Dominique Leone,http://pitchfork.com/reviews/albums/990-songs-to-no-one-1991-1992/
DACM,Showroom Dummies,8,David M. Pecoraro,http://pitchfork.com/reviews/albums/2126-showroom-dummies/
The Negro Problem,Welcome Black,4.8,Eric Carr,http://pitchfork.com/reviews/albums/5741-welcome-black/
Tara Jane O'Neil,TJO TKO,6.2,Brendan Reid,http://pitchfork.com/reviews/albums/6002-tjo-tko/
Keith Fullerton Whitman,Playthroughs,9.7,Mark Richardson,http://pitchfork.com/reviews/albums/8659-playthroughs/
Winfred E. Eye,"A Bottle, A Dog, Some Milk, A Bottle",6.9,Jason Nickey,http://pitchfork.com/reviews/albums/8703-a-bottle-a-dog-some-milk-a-bottle/
Radian,Rec.Extern,7.4,Christopher Dare,http://pitchfork.com/reviews/albums/6647-recextern/
Soul Position,Unlimited EP,8,Sam Chennault,http://pitchfork.com/reviews/albums/7368-unlimited-ep/
Sweep the Leg Johnny,Going Down Swingin',5.9,Brendan Reid,http://pitchfork.com/reviews/albums/7655-going-down-swingin/
Lone Pigeon,Concubine Rice,4.7,Brad Haywood,http://pitchfork.com/reviews/albums/4837-concubine-rice/
Mercury Program,A Data Learn the Language,7.5,Brendan Reid,http://pitchfork.com/reviews/albums/5233-a-data-learn-the-language/
Wire,Read & Burn 02 EP,8.6,Eric Carr,http://pitchfork.com/reviews/albums/8711-read-burn-02-ep/
Jawbreaker,Etc.,4.2,Rob Mitchum,http://pitchfork.com/reviews/albums/4213-etc/
Lambchop,Is a Woman EP,7.2,William Bowers,http://pitchfork.com/reviews/albums/4658-is-a-woman-ep/
Acid Mothers Temple,Electric Heavyland,8.3,Dominique Leone,http://pitchfork.com/reviews/albums/22-electric-heavyland/
Barry Adamson,The King of Nothing Hill,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/47-the-king-of-nothing-hill/
The Handsome Family,Live at Schuba's Tavern,6.5,Chris Dahlen,http://pitchfork.com/reviews/albums/3727-live-at-schubas-tavern/
Suntanama,The Suntanama,3.3,Joe Tangari,http://pitchfork.com/reviews/albums/7594-the-suntanama/
Ill Lit,WACMusic,7,Ryan Kearney,http://pitchfork.com/reviews/albums/4075-wacmusic/
Electronicat,21st Century Toy,3.5,Bob O. McMillan,http://pitchfork.com/reviews/albums/2893-21st-century-toy/
Iron & Wine,The Sea and The Rhythm EP,8.4,Jascha Hoffman,http://pitchfork.com/reviews/albums/4125-the-sea-and-the-rhythm-ep/
Double Leopards,Halve Maen,8.2,Andy Beta,http://pitchfork.com/reviews/albums/2513-halve-maen/
Immortal Technique,"Revolutionary, Vol. 2",7.4,Rollie Pemberton,http://pitchfork.com/reviews/albums/4146-revolutionary-vol-2/
Suntanama,Another,3.8,Joe Tangari,http://pitchfork.com/reviews/albums/7595-another/
Pretty Girls Make Graves,The New Romance,8.3,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/6464-the-new-romance/
Subarachnoid Space,Also Rising,5.9,Joe Tangari,http://pitchfork.com/reviews/albums/7699-also-rising/
A Trillion Barnacle Lapse,Black Lava,7.8,Eric Carr,http://pitchfork.com/reviews/albums/405-black-lava/
The Bad Plus,These Are the Vistas,7,Dominique Leone,http://pitchfork.com/reviews/albums/1074-these-are-the-vistas/
Death in Vegas,Scorpio Rising,6.4,Rob Mitchum,http://pitchfork.com/reviews/albums/2235-scorpio-rising/
Centro-matic,Love You Just the Same,7.7,William Bowers,http://pitchfork.com/reviews/albums/1377-love-you-just-the-same/
The Notwist,Lichter EP,5.5,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/5846-lichter-ep/
Loren Connors,"The Departing of a Dream, Vol. II",6.7,Mark Richard-San,http://pitchfork.com/reviews/albums/5170-the-departing-of-a-dream-vol-ii/
K.C. Accidental,Captured Anthems for an Empty Bathtub,7.4,William Morris,http://pitchfork.com/reviews/albums/4561-captured-anthems-for-an-empty-bathtub/
Larval,Obedience,7.3,Dominique Leone,http://pitchfork.com/reviews/albums/4949-obedience/
Gary Lucas,The Edge of Heaven,7.9,Dominique Leone,http://pitchfork.com/reviews/albums/4943-the-edge-of-heaven/
The Rapture,Echoes,9,Ryan Schreiber,http://pitchfork.com/reviews/albums/6693-echoes/
Ride,Waves,7.7,Chris Ott,http://pitchfork.com/reviews/albums/6784-waves/
Merzbow,Pulse Demon,8.7,Alexander Lloyd Linhardt,http://pitchfork.com/reviews/albums/11778-pulse-demon-animal-magnetism/
Archigram,Crydamoure Presents Waves II,7.4,Scott Plagenhoef,http://pitchfork.com/reviews/albums/406-crydamoure-presents-waves-ii/
Melochrome,This is Motion,7.3,Rob Mitchum,http://pitchfork.com/reviews/albums/5213-this-is-motion/
Ekkehard Ehlers,Plays,8.8,Mark Richardson,http://pitchfork.com/reviews/albums/2691-plays/
Peter Gabriel,Up,7.2,Chris Ott,http://pitchfork.com/reviews/albums/3372-up/
The Blow,Bonus Album,6,Brendan Reid,http://pitchfork.com/reviews/albums/812-bonus-album/
K-Rad,Deli Mood Spot,7.8,Brendan Reid,http://pitchfork.com/reviews/albums/4371-deli-mood-spot/
Ryan Adams,Demolition,5.5,Alison Fields,http://pitchfork.com/reviews/albums/39-demolition/
Centaur,In Streams,8.4,Isaiah Violante,http://pitchfork.com/reviews/albums/1374-in-streams/
Mus,El Naval,7.3,Christopher Dare,http://pitchfork.com/reviews/albums/5516-el-naval/
Sahara Hotnights,Jennie Bomb,7.3,Rob Mitchum,http://pitchfork.com/reviews/albums/6967-jennie-bomb/
The Black Heart Procession,Amore del Tropico,7.9,Ryan Kearney,http://pitchfork.com/reviews/albums/763-amore-del-tropico/
Lithops,Scrypt,7.6,Mark Richardson,http://pitchfork.com/reviews/albums/4814-scrypt/
Old Time Relijun,Varieties of Religious Experience,6.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/5969-varieties-of-religious-experience/
Those Peabodys,Unite Tonight,4.2,Andy Beta,http://pitchfork.com/reviews/albums/8029-unite-tonight/
Black Rebel Motorcycle Club,"Take Them On, On Your Own",6.9,Amanda Petrusich,http://pitchfork.com/reviews/albums/771-take-them-on-on-your-own/
The Lucksmiths,Naturaliste,6.2,Scott Plagenhoef,http://pitchfork.com/reviews/albums/4908-naturaliste/
Kevin Drumm,Land of Lurches,8.2,Alexander Lloyd Linhardt,http://pitchfork.com/reviews/albums/2466-land-of-lurches/
Elliott,Song in the Air,6.9,Amanda Petrusich,http://pitchfork.com/reviews/albums/2753-song-in-the-air/
Anna Oxygen,All Your Faded Things,6.2,Brandon Stosuy,http://pitchfork.com/reviews/albums/6081-all-your-faded-things/
Dosh,Dosh,7.4,Chris Dahlen,http://pitchfork.com/reviews/albums/2504-dosh/
Daniel Johnston,"Songs of Pain: The Early Recordings, Vol. 1",8,David Raposa,http://pitchfork.com/reviews/albums/4280-songs-of-pain-the-early-recordings-vol-1/
Hella,Bitches Ain't Shit But Good People EP,7.7,Brad Hurst,http://pitchfork.com/reviews/albums/11756-bitches-aint-shit-but-good-people-ep-total-bugs-bunny-on-wild-bass-ep/
Drive-By Truckers,Decoration Day,8,Stephen Haag,http://pitchfork.com/reviews/albums/2508-decoration-day/
Jeffrey Lewis & the Jitters,It's the Ones Who've Cracked That the Light Shines Through,3.9,Andy Beta,http://pitchfork.com/reviews/albums/4948-its-the-ones-whove-cracked-that-the-light-shines-through/
Tsurubami,Gekkyukekkaichi,7.1,Mark Richardson,http://pitchfork.com/reviews/albums/8232-gekkyukekkaichi/
The Appleseed Cast,Two Conversations,4.2,Rob Mitchum,http://pitchfork.com/reviews/albums/259-two-conversations/
Brendan Benson and the Wellfed Boys,Metarie EP,5.9,Dominique Leone,http://pitchfork.com/reviews/albums/654-metarie-ep/
Country Teasers,Secret Weapon Revealed at Last,3.1,Alexander Lloyd Linhardt,http://pitchfork.com/reviews/albums/1719-secret-weapon-revealed-at-last/
Essential Logic,Fanfare in the Garden: An Essential Logic Collection,6.4,David Raposa,http://pitchfork.com/reviews/albums/2892-fanfare-in-the-garden-an-essential-logic-collection/
Prefuse 73,Extinguished: Outtakes,8.2,Jascha Hoffman,http://pitchfork.com/reviews/albums/6450-extinguished-outtakes/
Unwed Sailor,The Marionette and the Music Box,6.1,Bill Morris,http://pitchfork.com/reviews/albums/8377-the-marionette-and-the-music-box/
Tara Jane O'Neil & Daniel Littleton,Music for a Meteor Shower,3.5,Brendan Reid,http://pitchfork.com/reviews/albums/6004-music-for-a-meteor-shower/
Astrobotnia,"Parts 1, 2 & 3",8.2,Paul Cooper,http://pitchfork.com/reviews/albums/327-parts-1-2-3/
Black Dice,Beaches and Canyons,8.5,Mike Bernstein,http://pitchfork.com/reviews/albums/748-beaches-and-canyons/
Eyes Adrift,Eyes Adrift,4.3,Brendan Reid,http://pitchfork.com/reviews/albums/2887-eyes-adrift/
Yume Bitsu,The Golden Vessyl of Sound,8.5,Mark Richardson,http://pitchfork.com/reviews/albums/8836-the-golden-vessyl-of-sound/
Love Life,"Here is Night, Brothers, Here the Birds Burn",7.6,Chris Ott,http://pitchfork.com/reviews/albums/4885-here-is-night-brothers-here-the-birds-burn/
Themselves,The No Music,4.5,Sam Chennault,http://pitchfork.com/reviews/albums/7986-the-no-music/
The Apples in Stereo,Velocity of Sound,6.4,Rob Mitchum,http://pitchfork.com/reviews/albums/250-velocity-of-sound/
Tim Hecker,My Love is Rotten to the Core,6.8,Mark Richardson,http://pitchfork.com/reviews/albums/3797-my-love-is-rotten-to-the-core/
Merzbow,A Taste of Merzbow,7.4,Dominique Leone,http://pitchfork.com/reviews/albums/5247-a-taste-of-merzbow/
Squarepusher,Do You Know Squarepusher,4.8,Dominique Leone,http://pitchfork.com/reviews/albums/7448-do-you-know-squarepusher/
The The,45 RPM: The Singles,7,Joe Tangari,http://pitchfork.com/reviews/albums/7982-45-rpm-the-singles/
Xinlisupreme,Tomorrow Never Comes,8.1,Christopher Dare,http://pitchfork.com/reviews/albums/8820-tomorrow-never-comes/
The Mountain Goats,"'Protein Source of the Future... Now!', 'Bitter Melon Farm' and 'Ghana'",8,William Bowers,http://pitchfork.com/reviews/albums/5451-protein-source-of-the-future-now-bitter-melon-farm-and-ghana/
Iron & Wine,The Creek Drank the Cradle,8.1,Ryan Kearney,http://pitchfork.com/reviews/albums/4126-the-creek-drank-the-cradle/
Numbers,Life,3.3,Chris Ott,http://pitchfork.com/reviews/albums/5864-life/
Spectrum [Brazil],Geração Bendita,6.5,Dominique Leone,http://pitchfork.com/reviews/albums/7411-geracao-bendita/
Low,Trust,6.5,Brad Haywood,http://pitchfork.com/reviews/albums/4891-trust/
Mr. Lif,I Phantom,8.3,Sam Chennault,http://pitchfork.com/reviews/albums/5474-i-phantom/
Mr. T Experience,...And the Women Who Love Them: Special Addition,5.9,Jason Nickey,http://pitchfork.com/reviews/albums/5480-and-the-women-who-love-them-special-addition/
Ambulance LTD,Ambulance Ltd EP,6.4,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/407-ambulance-ltd-ep/
Broadcast,Haha Sound,8.2,Scott Plagenhoef,http://pitchfork.com/reviews/albums/947-haha-sound/
Jedi Mind Tricks,Visions of Gandhi,4.9,Rollie Pemberton,http://pitchfork.com/reviews/albums/4337-visions-of-gandhi/
Manitoba,Hendrix with Ko EP,7.4,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/5080-hendrix-with-ko-ep/
Ami Yoshida,Tiger Thrush,8.5,Dominique Leone,http://pitchfork.com/reviews/albums/8862-tiger-thrush/
Buck 65,Square,7,Rollie Pemberton,http://pitchfork.com/reviews/albums/1068-square/
Donna Summer,This Needs to Be Your Style,8.1,Brad Hurst,http://pitchfork.com/reviews/albums/2516-this-needs-to-be-your-style/
Interpol,The Black EP,3.5,Michael Idov,http://pitchfork.com/reviews/albums/4115-the-black-ep/
Minibar,Fly Below the Radar,6.1,Stephen Haag,http://pitchfork.com/reviews/albums/5540-fly-below-the-radar/
Small Brown Bike,The River Bed,7.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/7703-the-river-bed/
Vsnares,2370894,8,Mark Martelli,http://pitchfork.com/reviews/albums/8440-2370894-as-vsnares/
The Cinematic Orchestra,Every Day,8.6,Paul Cooper,http://pitchfork.com/reviews/albums/1469-every-day/
Euphone,The Lakewood,7,William Bowers,http://pitchfork.com/reviews/albums/2845-the-lakewood/
Mclusky,Mclusky Do Dallas,8.4,Chris Dahlen,http://pitchfork.com/reviews/albums/5185-mclusky-do-dallas/
Non,Children of the Black Sun,0.5,Eric Carr,http://pitchfork.com/reviews/albums/5829-children-of-the-black-sun/
Melvins,Hostile Ambient Takeover,5.6,Dominique Leone,http://pitchfork.com/reviews/albums/5220-hostile-ambient-takeover/
Papa M,Songs of Mac EP,7.5,William Bowers,http://pitchfork.com/reviews/albums/6155-songs-of-mac-ep/
Yohimbe Brothers,Front End Lifter,2.9,Mark Martelli,http://pitchfork.com/reviews/albums/8879-front-end-lifter/
Ben Kweller,Sha Sha,6.7,Rob Mitchum,http://pitchfork.com/reviews/albums/4552-sha-sha/
Schneider TM,Zoomer,8.5,Mark Richardson,http://pitchfork.com/reviews/albums/7027-zoomer/
Apes of Wrath,Apes of Wrath,4.3,Brad Haywood,http://pitchfork.com/reviews/albums/221-apes-of-wrath/
The Coup,Steal This Double Album,8.1,Sam Chennault,http://pitchfork.com/reviews/albums/1632-steal-this-double-album/
Gordon Gano,Hitting the Ground,4.9,Eric Carr,http://pitchfork.com/reviews/albums/3394-hitting-the-ground/
Andrew Duke,Sprung,6.8,Mark Richardson,http://pitchfork.com/reviews/albums/2474-sprung/
Howard Hello,Howard Hello,7.5,Christopher Dare,http://pitchfork.com/reviews/albums/3939-howard-hello/
To Live and Shave in L.A.,The Wigmaker in Eighteenth Century Williamsburg,8.5,Jason Nickey,http://pitchfork.com/reviews/albums/8078-the-wigmaker-in-eighteenth-century-williamsburg/
The Fantômas Melvins Big Band,Millennium Monsterwork,4.9,Dominique Leone,http://pitchfork.com/reviews/albums/2987-millennium-monsterwork-as-fantomas-melvins-big-band/
The Future Sound of London,The Isness,8,Chris Ott,http://pitchfork.com/reviews/albums/3256-the-isness/
Mastodon,Remission,9,Brad Haywood,http://pitchfork.com/reviews/albums/5142-remission/
Kilowatthours,The Bright Side,6.4,Chris Dahlen,http://pitchfork.com/reviews/albums/4428-the-bright-side/
Brother Ali,Shadows on the Sun,8.7,Rollie Pemberton,http://pitchfork.com/reviews/albums/1066-shadows-on-the-sun/
Japanther,Leather Wings,7.2,Brad Hurst,http://pitchfork.com/reviews/albums/4336-leather-wings/
T. Raumschmiere,Radio Blackout,8,Nitsuh Abebe,http://pitchfork.com/reviews/albums/6694-radio-blackout/
Stars,Heart,8.4,Rob Mitchum,http://pitchfork.com/reviews/albums/7471-heart/
Cobra High,Sunset in the Eye of the Hurricane,7.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/1718-sunset-in-the-eye-of-the-hurricane/
Flim,Helio,7.4,Mark Richardson,http://pitchfork.com/reviews/albums/3100-helio/
Scanner,"A Picturesque View, Ignored",8,Joe Tangari,http://pitchfork.com/reviews/albums/8109-a-picturesque-view-ignored-with-scanner-and-i03/
Tricky,Vulnerable,4.9,Scott Plagenhoef,http://pitchfork.com/reviews/albums/8152-vulnerable/
Ween,quebec,7.7,Eric Carr,http://pitchfork.com/reviews/albums/8605-quebec/
Bride of No No,II,7.2,David Raposa,http://pitchfork.com/reviews/albums/932-ii/
Linda Perhacs,Parallelograms,8.6,Andy Beta,http://pitchfork.com/reviews/albums/6521-parallelograms/
Frog Eyes,The Golden River,9.1,Matt LeMay,http://pitchfork.com/reviews/albums/3265-the-golden-river/
Keith Hudson,Playing it Cool and Playing it Right,8.3,Andy Beta,http://pitchfork.com/reviews/albums/3966-playing-it-cool-and-playing-it-right/
Madlib,Shades of Blue: Madlib Invades Blue Note,8.6,Scott Hreha,http://pitchfork.com/reviews/albums/5541-shades-of-blue-madlib-invades-blue-note/
Kraftwerk,Tour de France Soundtracks,7,Dominique Leone,http://pitchfork.com/reviews/albums/4556-tour-de-france-soundtracks/
Bardo Pond,On the Ellipse,7.2,Andrew Bryant,http://pitchfork.com/reviews/albums/560-ion-the-ellipsei/
Felt,Stains on a Decade,8.7,Scott Plagenhoef,http://pitchfork.com/reviews/albums/3261-stains-on-a-decade/
The Tyde,Twice,7,Amanda Petrusich,http://pitchfork.com/reviews/albums/8230-twice/
Young Marble Giants,Colossal Youth,7.6,Chris Ott,http://pitchfork.com/reviews/albums/8847-colossal-youth/
Knifehandchop,"TKO from Tokyo 12""",6.9,Mark Martelli,http://pitchfork.com/reviews/albums/4496-tko-from-tokyo-12/
Wauvenfold,3fold,7.4,Mark Richardson,http://pitchfork.com/reviews/albums/8590-3fold/
The Anniversary,Your Majesty,2,Brad Haywood,http://pitchfork.com/reviews/albums/198-your-majesty/
Frank Black & the Catholics,Black Letter Days and Devil's Workshop,6.9,William Bowers,http://pitchfork.com/reviews/albums/783-black-letter-days-and-devils-workshop-with-the-catholics/
Track Star,Lion Destroyed the Whole World,6.6,Nitsuh Abebe,http://pitchfork.com/reviews/albums/8126-lion-destroyed-the-whole-world/
Aden,Topsiders,4.6,Kevin Adickes,http://pitchfork.com/reviews/albums/53-topsiders/
Ampbuzz,This Is My Ampbuzz,7.2,Mark Richardson,http://pitchfork.com/reviews/albums/171-this-is-my-ampbuzz/
2 Many DJs,"As Heard on Radio Soulwax, Pt. 2",7.6,Rob Mitchum,http://pitchfork.com/reviews/albums/8228-as-heard-on-radio-soulwax-pt-2/
Weird War,Weird War,7.3,William Bowers,http://pitchfork.com/reviews/albums/8617-weird-war/
The Organ,Sinking Hearts EP,7.1,William Bowers,http://pitchfork.com/reviews/albums/6082-sinking-hearts-ep/
Comets On Fire,Comets on Fire,8.2,Brandon Stosuy,http://pitchfork.com/reviews/albums/1562-comets-on-fire/
The Fall,It's the New Thing! - The Step Forward Years,8.2,Andy Beta,http://pitchfork.com/reviews/albums/2971-its-the-new-thing-the-step-forward-years/
Lifesavas,Spirit in Stone,6.8,Jascha Hoffman,http://pitchfork.com/reviews/albums/4945-spirit-in-stone/
Pole,Pole,5.5,Mark Richardson,http://pitchfork.com/reviews/albums/6370-pole/
The Jim Yoshii Pile-Up,Insound Tour Support EP,8.4,Matt LeMay,http://pitchfork.com/reviews/albums/8822-insound-tour-support-ep-with-the-jim-yoshii-pile-up/
Charlene,Charlene,7.5,Amanda Petrusich,http://pitchfork.com/reviews/albums/1715-charlene/
Nicolai Dunger,Tranquil Isolation,7.7,Chris Dahlen,http://pitchfork.com/reviews/albums/2479-tranquil-isolation/
Elefant,Sunlight Makes Me Paranoid,6.9,Nitsuh Abebe,http://pitchfork.com/reviews/albums/2890-sunlight-makes-me-paranoid/
Jaga Jazzist,The Stix,6.6,Andrew Bryant,http://pitchfork.com/reviews/albums/4194-the-stix/
John Zorn,The Unknown Masada,7.4,Dominique Leone,http://pitchfork.com/reviews/albums/8923-the-unknown-masada/
Cold Sides,Corrugated Sibilants EP,7.4,Andrew Bryant,http://pitchfork.com/reviews/albums/1716-corrugated-sibilants-ep/
Dave Derby,Even Further Behind,7.1,Amanda Petrusich,http://pitchfork.com/reviews/albums/2507-even-further-behind/
Resplendent,In a Wilderness,7.9,Joe Tangari,http://pitchfork.com/reviews/albums/6892-in-a-wilderness/
Saloon,If We Meet in the Future,7,Scott Plagenhoef,http://pitchfork.com/reviews/albums/6987-if-we-meet-in-the-future/
Maquiladora,What the Day Was Dreaming,5,Joe Tangari,http://pitchfork.com/reviews/albums/5100-what-the-day-was-dreaming/
The Innocence Mission,Befriended,7.6,Amanda Petrusich,http://pitchfork.com/reviews/albums/4104-befriended/
Ova Looven,58:34:00,3,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/6084-5834/
Sufjan Stevens,Greetings from Michigan: The Great Lakes State,8.5,Brandon Stosuy,http://pitchfork.com/reviews/albums/7510-greetings-from-michigan-the-great-lakes-state/
TV on the Radio,Young Liars EP,8.9,Eric Carr,http://pitchfork.com/reviews/albums/8196-young-liars-ep/
The Prom,Under the Same Stars,6.8,Brad Haywood,http://pitchfork.com/reviews/albums/6491-under-the-same-stars/
Sleater-Kinney,One Beat,9.1,Rob Mitchum,http://pitchfork.com/reviews/albums/7237-one-beat/
Vincent Gallo,Recordings of Music for Film,2.9,Chris Dahlen,http://pitchfork.com/reviews/albums/3385-recordings-of-music-for-film/
Kepler,Missionless Days,7.8,Mark Richardson,http://pitchfork.com/reviews/albums/4402-missionless-days/
Sparta,Wiretap Scars,7.2,Eric Carr,http://pitchfork.com/reviews/albums/7404-wiretap-scars/
Neko Case,Blacklisted,7.9,Eric Carr,http://pitchfork.com/reviews/albums/1323-blacklisted/
Copywrite,The High Exhaulted,4.3,Sam Chennault,http://pitchfork.com/reviews/albums/1600-the-high-exhaulted/
Nobukazu Takemura,Water's Suite,6.4,Mark Richardson,http://pitchfork.com/reviews/albums/7917-waters-suite/
DJ Spooky,Optometry,7.5,David M. Pecoraro,http://pitchfork.com/reviews/albums/2385-optometry/
Gold Chains,Straight From Your Radio EP,7.2,Ryan Schreiber,http://pitchfork.com/reviews/albums/3497-straight-from-your-radio-ep/
Jason Loewenstein,At Sixes and Sevens,4.2,Rob Mitchum,http://pitchfork.com/reviews/albums/4828-at-sixes-and-sevens/
Aimee Mann,Lost in Space,7.6,Chris Dahlen,http://pitchfork.com/reviews/albums/5083-lost-in-space/
Sasha,Airdrawndagger,2.5,Paul Cooper,http://pitchfork.com/reviews/albums/6999-airdrawndagger/
Eric Bachmann,Short Careers: Original Score for the Film 'Ball of Wax',7.6,William Bowers,http://pitchfork.com/reviews/albums/517-short-careers-original-score-for-the-film-ball-of-wax/
Mekons,OOOH! (Out of Our Heads),8,Chris Dahlen,http://pitchfork.com/reviews/albums/5203-oooh-out-of-our-heads/
Dot Allison,We Are Science,7.7,Paul Cooper,http://pitchfork.com/reviews/albums/119-we-are-science/
Arco Flute Foundation,Everything After the Bomb Is Sci-Fi,5.9,Joe Tangari,http://pitchfork.com/reviews/albums/280-everything-after-the-bomb-is-sci-fi/
Pixies,Pixies,6.4,Ryan Kearney,http://pitchfork.com/reviews/albums/6314-pixies/
The Streets,Original Pirate Material,7.9,Rob Mitchum,http://pitchfork.com/reviews/albums/7531-original-pirate-material/
Verbena,La Musica Negra,3.6,David Raposa,http://pitchfork.com/reviews/albums/8446-la-musica-negra/
Fennesz,Live in Japan,8.5,Mark Richardson,http://pitchfork.com/reviews/albums/3032-live-in-japan/
Super Furry Animals,Phantom Power,8.9,Brent DiCrescenzo,http://pitchfork.com/reviews/albums/7600-phantom-power/
Dave Gahan,Paper Monsters,6.9,Michael Idov,http://pitchfork.com/reviews/albums/3623-paper-monsters/
Metamatics,From Death To Passwords Where You're A Paper Aeroplane,8,Mark Martelli,http://pitchfork.com/reviews/albums/5251-from-death-to-passwords-where-youre-a-paper-aeroplane/
Firewater,The Man on the Burning Tightrope,5.7,Michael Idov,http://pitchfork.com/reviews/albums/3069-the-man-on-the-burning-tightrope/
Soundmurderer,Wired for Sound,8.2,Scott Plagenhoef,http://pitchfork.com/reviews/albums/7375-wired-for-sound/
Medicine,The Mechanical Forces of Love,8,Nitsuh Abebe,http://pitchfork.com/reviews/albums/5202-the-mechanical-forces-of-love/
Noyes,Noyes EP,7.9,William Bowers,http://pitchfork.com/reviews/albums/5854-noyes-ep/
Pale Horse and Rider,These Are the New Good Times,6.3,Eric Carr,http://pitchfork.com/reviews/albums/6126-these-are-the-new-good-times/
King of Woolworths,Ming Star,7.3,Rob Mitchum,http://pitchfork.com/reviews/albums/4445-ming-star/
Looper,The Snare,6.1,William Bowers,http://pitchfork.com/reviews/albums/4851-the-snare/
The Anomoanon,Envoi Villon EP,8,William Bowers,http://pitchfork.com/reviews/albums/200-envoi-villon-ep/
Parlour,Octopus Off-Broadway,6.8,Joe Tangari,http://pitchfork.com/reviews/albums/6176-octopus-off-broadway/
Spoon,Kill the Moonlight,8.9,Eric Carr,http://pitchfork.com/reviews/albums/7428-kill-the-moonlight/
Bright Eyes,"Lifted, or, The Story Is in the Soil, Keep Your Ear to the Ground",7.7,Eric Carr,http://pitchfork.com/reviews/albums/937-lifted-or-the-story-is-in-the-soil-keep-your-ear-to-the-ground/
Dälek,From Filthy Tongue of Gods and Griots,8.7,David M. Pecoraro,http://pitchfork.com/reviews/albums/2148-from-filthy-tongue-of-gods-and-griots/
Sunday's Best,The Californian,6.4,Joe Tangari,http://pitchfork.com/reviews/albums/7575-the-californian/
Badly Drawn Boy,About a Boy,4.9,Brad Haywood,http://pitchfork.com/reviews/albums/528-about-a-boy/
The Microphones,Song Islands,7.2,Matt LeMay,http://pitchfork.com/reviews/albums/5266-song-islands/
Oe,Here and You,5.5,Dominique Leone,http://pitchfork.com/reviews/albums/5948-here-and-you/
The Pattern,Immediately EP,5.5,Chris Dahlen,http://pitchfork.com/reviews/albums/6192-immediately-ep/
Tender Trap,Film Molecules,7.5,Alison Fields,http://pitchfork.com/reviews/albums/7971-film-molecules/
Alfie,A Word in Your Ear,7.2,Christopher Dare,http://pitchfork.com/reviews/albums/105-a-word-in-your-ear/
Hot Hot Heat,Knock Knock Knock EP,6.7,Eric Carr,http://pitchfork.com/reviews/albums/3928-knock-knock-knock-ep/
Fischerspooner,#1,3.1,Chris Ott,http://pitchfork.com/reviews/albums/3073-1/
Boom Box 2000,Boom Box 2000,2.4,Sam Chennault,http://pitchfork.com/reviews/albums/862-boom-box-2000/
Nate Ruth,Whatever It Meant,7.8,Joe Tangari,http://pitchfork.com/reviews/albums/6881-whatever-it-meant/
Twinemen,Twinemen,6.4,Chris Dahlen,http://pitchfork.com/reviews/albums/8219-twinemen/
Goldcard,Goldcard,8.6,Andrew Bryant,http://pitchfork.com/reviews/albums/3500-goldcard/
V-Twin,The Blues Is a Minefield,8,Joe Tangari,http://pitchfork.com/reviews/albums/8388-the-blues-is-a-minefield/
Bobby Birdman,Born Free Forever,3.3,Dr. Andy Beta,http://pitchfork.com/reviews/albums/717-born-free-forever/
